# Constructed from biom file
#OTU ID	gutmock00S01	gutmock01S01	gutmock02S01	gutmock03S01	gutmock04S01
3bdf23bedd0478ae0e60a243549742c6	0.0	0.0	0.0	15.0	0.0
121d572a273c2fa7b30dd9b523abb5cc	0.0	0.0	0.0	0.0	15.0
f5d3aaa616ed1dc8fbf8aba1ed2e4a1f	0.0	14.0	0.0	0.0	0.0
c3fb190ec9c19ef6840deabc06cca38f	0.0	8.0	6.0	0.0	0.0
fc549a0fa40b310c1101925bfb9cf033	0.0	0.0	14.0	0.0	0.0
740e89e7f221d30a485fbfaf19ac8d82	0.0	0.0	0.0	14.0	0.0
7e64529549a54fc68cfc5e832c2f370a	13.0	0.0	0.0	0.0	0.0
08a6e437ef1702d985a603089656686a	5.0	4.0	0.0	0.0	4.0
cd1d9fd38e03b7d473a07c22c2633b34	4.0	6.0	0.0	0.0	3.0
8bc3a4ad14d00ca406f12ad1bfc96efc	0.0	13.0	0.0	0.0	0.0
4cc835d67b5ea24fc22433a160b251c7	0.0	13.0	0.0	0.0	0.0
0f57a899023d8e41597b97711efdfa24	0.0	13.0	0.0	0.0	0.0
14cde1d300537267b5414e5d3dfd6742	0.0	0.0	13.0	0.0	0.0
3257dfe0a536fae22710fb138a2d714b	0.0	0.0	5.0	4.0	4.0
88ce3ea968ac0ee497e2f66002707243	0.0	0.0	0.0	0.0	13.0
39a688974ef42104059262c9fee17f2e	12.0	0.0	0.0	0.0	0.0
e95f2ef63069a00697e5a89d4421834c	12.0	0.0	0.0	0.0	0.0
ec1cc046333eb78e3ddac5d52437bfbb	4.0	4.0	4.0	0.0	0.0
242e7dfcc8c1a2f6876defad758bd72e	0.0	12.0	0.0	0.0	0.0
e6f757dbc69077734bff63308943de0d	0.0	0.0	12.0	0.0	0.0
44a7a3f750924ee8bbe773e17cdfe66e	0.0	0.0	12.0	0.0	0.0
8878a0465f5d22d1c56917fe650a7df3	0.0	0.0	12.0	0.0	0.0
1d0fdd1feba1e157c827994cda393e51	0.0	0.0	12.0	0.0	0.0
f1ccd87ddc2eaed52860d1a5b2df19c9	0.0	0.0	12.0	0.0	0.0
953883b41b6e7b0eff1a9d0e89532e9c	0.0	0.0	0.0	12.0	0.0
902d8f67d3ef7fec32c8b3b3c1ad0ba3	0.0	0.0	0.0	0.0	12.0
8ecc7d732bd283c83fb6c7a9ac886df0	11.0	0.0	0.0	0.0	0.0
d8434389740bc66cc78bdd357ade05fb	11.0	0.0	0.0	0.0	0.0
3359b72af1fdf95d62d519f2c6af65b1	5.0	0.0	6.0	0.0	0.0
650605bc09aac4dd975910710040d75b	0.0	11.0	0.0	0.0	0.0
dfafcc180c2426d87441caedb691fe43	0.0	4.0	0.0	7.0	0.0
5859efabe044b513d29a3e998263800d	0.0	0.0	11.0	0.0	0.0
3b1820ffea98fddae2a14f578ad8457d	0.0	0.0	0.0	11.0	0.0
1bfee579aa4c05db2eab351fd3e0f23b	6.0	0.0	0.0	4.0	0.0
858239ae0480d03a1c4022da23ebc160	5.0	5.0	0.0	0.0	0.0
7f2ec4a729e867b2516fbba1d681d9a7	4.0	0.0	6.0	0.0	0.0
2ce1ff4bf2af3a846c4f11def1c589a3	0.0	10.0	0.0	0.0	0.0
9b23053de8f4269fe6b5ce286dfbef3c	0.0	10.0	0.0	0.0	0.0
a8c78b67438dc56ccf3ef7e437fb234b	0.0	7.0	0.0	0.0	3.0
a2384fb19ec710984135aecd427794a5	0.0	6.0	4.0	0.0	0.0
368b283250885a211f8454f18f5082e8	0.0	4.0	0.0	0.0	6.0
e483371fe2173d5bbc7a5d2abd6ad9cd	0.0	0.0	10.0	0.0	0.0
b16c17d0d223b2b703fc8c25e569b1ed	0.0	0.0	10.0	0.0	0.0
b379c174e971f5c1dacd0487c5cf680a	0.0	0.0	0.0	0.0	10.0
d0b1452f06642387dfbae1381003946b	0.0	0.0	0.0	0.0	10.0
8fa605689687a026e12d06a2d54b91d8	9.0	0.0	0.0	0.0	0.0
f1df56f8084925b326be90fb6b1c7538	9.0	0.0	0.0	0.0	0.0
a1ec5d6c0331cdbee11b763708268b9f	6.0	0.0	3.0	0.0	0.0
6b678be0e39360edbc60ab17b9c52f31	0.0	4.0	5.0	0.0	0.0
1d6c407d99c07456cc0abdefd31c5428	0.0	0.0	9.0	0.0	0.0
84d3aa3cef3eefd518d6d396b065a951	8.0	0.0	0.0	0.0	0.0
70603e70837c627448ef53fe96bf332d	8.0	0.0	0.0	0.0	0.0
cb967a258741cc6251918e67b1f57b88	8.0	0.0	0.0	0.0	0.0
c623de5def3038740b8d7a356361bc1c	4.0	0.0	0.0	0.0	4.0
23e75f4fbb1572a5c7fbbd94cfe25d55	0.0	8.0	0.0	0.0	0.0
9970348d9735ef82d7ab94488fc960ff	0.0	3.0	0.0	0.0	5.0
c68272803d42093f462083ad4ca7ad56	0.0	0.0	0.0	8.0	0.0
b33c231b17b838159740449bf62b1508	0.0	0.0	0.0	8.0	0.0
260b95bc4a536edeff4a12a7974d6a19	7.0	0.0	0.0	0.0	0.0
9be7cae2c0b1fa7c813f94794453de55	0.0	7.0	0.0	0.0	0.0
08312afad2d007d4ab7be89ea742f247	0.0	0.0	7.0	0.0	0.0
78be6374878c69930f33d10bdbe93f30	0.0	0.0	7.0	0.0	0.0
92bb26072abfbf5526f8d0709736c5ea	0.0	0.0	7.0	0.0	0.0
f8ddb819acfbba0d04a3be4c181d1d08	0.0	0.0	0.0	7.0	0.0
834f6e76fe98773c4a55f4f6994a9496	0.0	0.0	0.0	0.0	7.0
1a923ac34f4736827c1ec4ff298fce69	6.0	0.0	0.0	0.0	0.0
95bbef61789fe6b59d9eae5fc15c66da	6.0	0.0	0.0	0.0	0.0
708a61edde92aa1bdb8b1029c0ef5514	6.0	0.0	0.0	0.0	0.0
7c686a53261621f80bbbe9f5b7e14914	6.0	0.0	0.0	0.0	0.0
4335c6f17291687871b83669d14f6cce	6.0	0.0	0.0	0.0	0.0
bf8d3e07d625a7ea94b757809a7b6d24	0.0	0.0	6.0	0.0	0.0
34f2de589c4f54e485bad1c164dd4321	0.0	0.0	6.0	0.0	0.0
ba251530f8c4517f47725a015274129a	0.0	0.0	6.0	0.0	0.0
c985d9c703fed56a6b285ef5747edf78	0.0	0.0	0.0	6.0	0.0
66b5974c391190a6307245b4b96b4b00	0.0	0.0	0.0	6.0	0.0
29c834ec069e8b09249a6fd70b4e7dbc	0.0	0.0	0.0	6.0	0.0
